file	id	severity	route	family	reason	records	degraded	detail
3-2.md	3.2	typed	typed	prose	typed	530-534		
3-3.md	3.3	typed	typed	prose	typed	534-540		
3-4.md	3.4	typed	typed	prose	typed	540-547		
4-0.md	4.0	typed	typed	prose	typed	547-548		
4-1.md	4.1	typed	typed	prose	typed	548-549		
4-2.md	4.2	best-effort	best-effort		typed-lowering-declined	549-557		prose topic rejected: token 247 of record 553 is a display-line length byte and cannot be claimed as displayed text
4-2-1.md	4.2.1	best-effort	best-effort		typed-lowering-declined	557-561		prose topic rejected: token 0 of record 560 is a display-line length byte and cannot be claimed as displayed text
4-2-2.md	4.2.2	typed	typed	prose	typed	561-564		
4-2-3.md	4.2.3	typed	typed	prose	typed	564-568		
5-0.md	5.0	typed	typed	prose	typed	568-571		
5-1.md	5.1	typed	typed	prose	typed	571-577		
5-2.md	5.2	typed	typed	prose	typed	577-581		
5-3.md	5.3	typed	typed	prose	typed	581-582		
5-3-1.md	5.3.1	typed	typed	prose	typed	582-601		
5-3-2.md	5.3.2	typed	typed	prose	typed	601-625		
5-4.md	5.4	typed	typed	prose	typed	625-626		
5-4-1.md	5.4.1	typed	typed	prose	typed	626-634		
5-4-1-1.md	5.4.1.1	typed	typed	prose	typed	634-640		
5-4-1-2.md	5.4.1.2	typed	typed	prose	typed	640-644		
5-4-1-3.md	5.4.1.3	typed	typed	prose	typed	644-646		
5-4-1-4.md	5.4.1.4	typed	typed	prose	typed	646-647		
5-4-1-5.md	5.4.1.5	typed	typed	prose	typed	647-649		
5-4-1-6.md	5.4.1.6	typed	typed	prose	typed	649-651		
5-4-1-7.md	5.4.1.7	typed	typed	prose	typed	651-661		
5-4-1-8.md	5.4.1.8	typed	typed	prose	typed	661-665		
5-4-1-9.md	5.4.1.9	typed	typed	prose	typed	665-669		
5-4-1-10.md	5.4.1.10	typed	typed	prose	typed	669-674		
5-4-1-11.md	5.4.1.11	typed	typed	prose	typed	674-681		
5-4-2.md	5.4.2	typed	typed	prose	typed	681-692		
5-4-2-1.md	5.4.2.1	best-effort	best-effort		typed-lowering-declined	692-698		prose topic rejected: text segment begins with control-like word 'SRELISfol' in record 696
5-4-2-2.md	5.4.2.2	typed	typed	prose	typed	698-702		
5-4-2-3.md	5.4.2.3	typed	typed	prose	typed	702-705		
5-4-2-4.md	5.4.2.4	typed	typed	prose	typed	705-710		
5-4-2-5.md	5.4.2.5	typed	typed	prose	typed	710-718		
5-4-2-6.md	5.4.2.6	typed	typed	prose	typed	718-723		
5-4-2-7.md	5.4.2.7	typed	typed	prose	typed	723-730		
5-4-3.md	5.4.3	typed	typed	prose	typed	730-735		
5-4-4.md	5.4.4	typed	typed	prose	typed	735-739		
5-4-5.md	5.4.5	typed	typed	prose	typed	739-741		
5-4-6.md	5.4.6	typed	typed	prose	typed	741-743		
5-4-7.md	5.4.7	typed	typed	prose	typed	743-746		
5-4-8.md	5.4.8	typed	typed	prose	typed	746-750		
5-4-9.md	5.4.9	typed	typed	prose	typed	750-753		
5-4-10.md	5.4.10	typed	typed	prose	typed	753-756		
5-4-11.md	5.4.11	typed	typed	prose	typed	756-759		
5-4-12.md	5.4.12	typed	typed	prose	typed	759-765		
5-4-13.md	5.4.13	typed	typed	prose	typed	765-772		
5-5.md	5.5	typed	typed	prose	typed	772-778		
6-0.md	6.0	typed	typed	prose	typed	778-779		
6-1.md	6.1	best-effort	best-effort		typed-lowering-declined	779-784		prose topic rejected: text segment begins with control-like word 'SRELISstr' in record 780
6-2.md	6.2	typed	typed	prose	typed	784-785		
6-2-1.md	6.2.1	typed	typed	prose	typed	785-793		
6-2-2.md	6.2.2	typed	typed	prose	typed	793-795		
6-2-3.md	6.2.3	typed	typed	prose	typed	795-802		
6-2-4.md	6.2.4	typed	typed	prose	typed	802-805		
6-3.md	6.3	typed	typed	prose	typed	805-806		
6-3-1.md	6.3.1	typed	typed	prose	typed	806-810		
6-3-2.md	6.3.2	typed	typed	prose	typed	810-814		
6-3-3.md	6.3.3	typed	typed	prose	typed	814-817		
6-4.md	6.4	typed	typed	prose	typed	817-818		
6-4-1.md	6.4.1	typed	typed	prose	typed	818-828		
6-4-2.md	6.4.2	typed	typed	prose	typed	828-834		
6-4-3.md	6.4.3	typed	typed	prose	typed	834-840		
6-4-4.md	6.4.4	typed	typed	prose	typed	840-845		
6-4-5.md	6.4.5	typed	typed	prose	typed	845-850		
6-5.md	6.5	typed	typed	prose	typed	850-851		
6-5-1.md	6.5.1	typed	typed	prose	typed	851-852		
6-5-2.md	6.5.2	typed	typed	prose	typed	852-854		
6-5-3.md	6.5.3	typed	typed	prose	typed	854-855		
6-5-4.md	6.5.4	typed	typed	prose	typed	855-861		
6-5-5.md	6.5.5	best-effort	best-effort		typed-lowering-declined	861-872		prose topic rejected: text segment begins with control-like word 'SRELISspd' in record 863
6-6.md	6.6	typed	typed	prose	typed	872-873		
6-6-1.md	6.6.1	typed	typed	prose	typed	873-877		
6-6-2.md	6.6.2	typed	typed	prose	typed	877-878		
7-0.md	7.0	typed	typed	prose	typed	878-879		
7-1.md	7.1	typed	typed	prose	typed	879-880		
7-1-1.md	7.1.1	typed	typed	prose	typed	880-886		
7-1-2.md	7.1.2	typed	typed	prose	typed	886-892		
7-1-3.md	7.1.3	typed	typed	prose	typed	892-902		
7-2.md	7.2	typed	typed	prose	typed	902-904		
7-3.md	7.3	typed	typed	prose	typed	904-907		
7-4.md	7.4	typed	typed	prose	typed	907-908		
7-4-1.md	7.4.1	typed	typed	prose	typed	908-913		
7-4-2.md	7.4.2	typed	typed	prose	typed	913-915		
7-5.md	7.5	typed	typed	prose	typed	915-916		
7-5-1.md	7.5.1	typed	typed	prose	typed	916-921		
7-5-2.md	7.5.2	typed	typed	prose	typed	921-925		
7-5-3.md	7.5.3	typed	typed	prose	typed	925-930		
7-5-4.md	7.5.4	typed	typed	prose	typed	930-934		
7-6.md	7.6	typed	typed	prose	typed	934-935		
7-6-1.md	7.6.1	typed	typed	prose	typed	935-940		
7-6-2.md	7.6.2	typed	typed	prose	typed	940-944		
7-6-3.md	7.6.3	typed	typed	prose	typed	944-948		
7-6-4.md	7.6.4	typed	typed	prose	typed	948-951		
a-0.md	A.0	typed	typed	prose	typed	951-952		
a-1.md	A.1	typed	typed	prose	typed	952-953		
a-2.md	A.2	typed	typed	prose	typed	953-955		
a-3.md	A.3	typed	typed	prose	typed	955-958		
b-0.md	B.0	typed	typed	prose	typed	958-959		
b-1.md	B.1	typed	typed	prose	typed	959-960		
b-2.md	B.2	typed	typed	prose	typed	960-961		
b-3.md	B.3	typed	typed	prose	typed	961-962		
c-0.md	C.0	typed	typed	prose	typed	962-963		
c-1.md	C.1	typed	typed	prose	typed	963-965		
c-2.md	C.2	typed	typed	prose	typed	965-966		
c-3.md	C.3	typed	typed	prose	typed	966-968		
glossary.md	GLOSSARY	typed	typed	prose	typed	968-995		
index.md	INDEX	typed	typed	generated navigation	typed	995-1014		
# summary	best-effort=21	typed=180	total=201
