file	id	severity	route	family	reason	records	degraded	detail
3-8-4-6.md	3.8.4.6	best-effort	best-effort		typed-lowering-declined	223-230		prose topic rejected: placeholder run '?' is followed by visible text at record 223 token 41
3-8-5.md	3.8.5	typed	typed	prose	typed	230-237		
3-8-5-1.md	3.8.5.1	typed	typed	prose	typed	237-238		
3-8-5-2.md	3.8.5.2	typed	typed	prose	typed	238-240		
3-9.md	3.9	typed	typed	prose	typed	240-242		
3-9-1.md	3.9.1	typed	typed	prose	typed	242-245		
3-9-2.md	3.9.2	typed	typed	prose	typed	245-248		
3-9-3.md	3.9.3	typed	typed	prose	typed	248-250		
3-9-3-1.md	3.9.3.1	typed	typed	prose	typed	250-251		
3-9-4.md	3.9.4	typed	typed	prose	typed	251-252		
3-9-4-1.md	3.9.4.1	typed	typed	prose	typed	252-254		
3-9-4-2.md	3.9.4.2	typed	typed	prose	typed	254-258		
3-9-4-3.md	3.9.4.3	typed	typed	prose	typed	258-260		
3-9-4-4.md	3.9.4.4	typed	typed	prose	typed	260-261		
3-9-4-5.md	3.9.4.5	typed	typed	prose	typed	261-262		
3-9-4-6.md	3.9.4.6	typed	typed	prose	typed	262-264		
3-10.md	3.10	typed	typed	prose	typed	264-266		
3-10-1.md	3.10.1	typed	typed	prose	typed	266-269		
3-10-2.md	3.10.2	typed	typed	prose	typed	269-272		
3-10-3.md	3.10.3	typed	typed	prose	typed	272-275		
3-10-3-1.md	3.10.3.1	typed	typed	prose	typed	275-276		
3-10-4.md	3.10.4	typed	typed	prose	typed	276-277		
3-10-4-1.md	3.10.4.1	typed	typed	prose	typed	277-279		
3-10-4-2.md	3.10.4.2	typed	typed	prose	typed	279-281		
3-10-4-3.md	3.10.4.3	typed	typed	prose	typed	281-283		
3-10-4-4.md	3.10.4.4	best-effort	best-effort		typed-lowering-declined	283-289		prose topic rejected: placeholder run '?' is followed by visible text at record 283 token 173
3-10-4-5.md	3.10.4.5	typed	typed	prose	typed	289-290		
3-10-4-6.md	3.10.4.6	typed	typed	prose	typed	290-292		
3-11.md	3.11	typed	typed	prose	typed	292-293		
3-11-1.md	3.11.1	typed	typed	prose	typed	293-296		
3-11-2.md	3.11.2	typed	typed	prose	typed	296-299		
3-11-3.md	3.11.3	typed	typed	prose	typed	299-301		
3-11-3-1.md	3.11.3.1	typed	typed	prose	typed	301-302		
3-11-4.md	3.11.4	typed	typed	prose	typed	302-303		
3-11-4-1.md	3.11.4.1	typed	typed	prose	typed	303-304		
3-11-4-2.md	3.11.4.2	typed	typed	prose	typed	304-307		
3-11-4-3.md	3.11.4.3	typed	typed	prose	typed	307-308		
3-11-4-4.md	3.11.4.4	typed	typed	prose	typed	308-309		
3-11-4-5.md	3.11.4.5	typed	typed	prose	typed	309-311		
3-12.md	3.12	typed	typed	prose	typed	311-312		
3-12-1.md	3.12.1	typed	typed	prose	typed	312-315		
3-12-2.md	3.12.2	typed	typed	prose	typed	315-318		
3-12-3.md	3.12.3	typed	typed	prose	typed	318-321		
3-12-3-1.md	3.12.3.1	typed	typed	prose	typed	321-322		
3-12-4.md	3.12.4	typed	typed	prose	typed	322-323		
3-12-4-1.md	3.12.4.1	typed	typed	prose	typed	323-324		
3-12-4-2.md	3.12.4.2	typed	typed	prose	typed	324-326		
3-12-4-3.md	3.12.4.3	typed	typed	prose	typed	326-327		
3-12-4-4.md	3.12.4.4	typed	typed	prose	typed	327-328		
3-12-4-5.md	3.12.4.5	typed	typed	prose	typed	328-330		
3-13.md	3.13	typed	typed	prose	typed	330-331		
3-13-1.md	3.13.1	typed	typed	prose	typed	331-334		
3-13-2.md	3.13.2	typed	typed	prose	typed	334-338		
3-13-3.md	3.13.3	typed	typed	prose	typed	338-340		
3-13-3-1.md	3.13.3.1	typed	typed	prose	typed	340-341		
3-13-4.md	3.13.4	typed	typed	prose	typed	341-342		
3-13-4-1.md	3.13.4.1	typed	typed	prose	typed	342-343		
3-13-4-2.md	3.13.4.2	typed	typed	prose	typed	343-345		
3-13-4-3.md	3.13.4.3	typed	typed	prose	typed	345-347		
3-13-4-4.md	3.13.4.4	typed	typed	prose	typed	347-348		
3-13-4-5.md	3.13.4.5	typed	typed	prose	typed	348-349		
3-14.md	3.14	typed	typed	prose	typed	349-350		
3-14-1.md	3.14.1	best-effort	best-effort		typed-lowering-declined	350-357		prose topic rejected: placeholder run '?' is followed by visible text at record 353 token 264
3-14-2.md	3.14.2	typed	typed	prose	typed	357-359		
3-14-3.md	3.14.3	typed	typed	prose	typed	359-368		
3-14-3-1.md	3.14.3.1	typed	typed	prose	typed	368-369		
3-14-4.md	3.14.4	typed	typed	prose	typed	369-372		
3-14-5.md	3.14.5	typed	typed	prose	typed	372-373		
3-14-6.md	3.14.6	typed	typed	prose	typed	373-374		
3-14-7.md	3.14.7	typed	typed	prose	typed	374-377		
4-0.md	4.0	typed	typed	prose	typed	377-378		
4-1.md	4.1	typed	typed	prose	typed	378-380		
4-1-1.md	4.1.1	typed	typed	prose	typed	380-383		
4-1-2.md	4.1.2	typed	typed	prose	typed	383-385		
4-1-3.md	4.1.3	typed	typed	prose	typed	385-387		
4-1-4.md	4.1.4	typed	typed	prose	typed	387-389		
4-1-5.md	4.1.5	typed	typed	prose	typed	389-391		
4-1-6.md	4.1.6	typed	typed	prose	typed	391-392		
4-2.md	4.2	typed	typed	prose	typed	392-393		
4-2-1.md	4.2.1	typed	typed	prose	typed	393-397		
4-2-2.md	4.2.2	typed	typed	prose	typed	397-399		
4-2-3.md	4.2.3	best-effort	best-effort		typed-lowering-declined	399-401		prose topic rejected: table envelope 'TBLUNIQ298' declined: table envelope owns no physical rows
4-2-4.md	4.2.4	typed	typed	prose	typed	401-403		
4-2-5.md	4.2.5	typed	typed	prose	typed	403-405		
4-3.md	4.3	typed	typed	prose	typed	405-406		
4-3-1.md	4.3.1	typed	typed	prose	typed	406-410		
4-3-2.md	4.3.2	typed	typed	prose	typed	410-413		
4-3-3.md	4.3.3	typed	typed	prose	typed	413-416		
4-3-4.md	4.3.4	typed	typed	prose	typed	416-419		
4-3-5.md	4.3.5	typed	typed	prose	typed	419-423		
4-3-6.md	4.3.6	typed	typed	prose	typed	423-428		
4-3-7.md	4.3.7	best-effort	best-effort		typed-lowering-declined	428-432		prose topic rejected: table envelope 'TBLUNIQ322' declined: table envelope owns no physical rows
4-3-8.md	4.3.8	typed	typed	prose	typed	432-436		
4-3-9.md	4.3.9	typed	typed	prose	typed	436-444		
4-4.md	4.4	typed	typed	prose	typed	444-445		
4-4-1.md	4.4.1	typed	typed	prose	typed	445-449		
4-4-2.md	4.4.2	typed	typed	prose	typed	449-452		
4-4-3.md	4.4.3	typed	typed	prose	typed	452-455		
4-4-4.md	4.4.4	typed	typed	prose	typed	455-457		
4-4-5.md	4.4.5	typed	typed	prose	typed	457-459		
4-4-6.md	4.4.6	typed	typed	prose	typed	459-460		
4-4-7.md	4.4.7	typed	typed	prose	typed	460-462		
4-4-8.md	4.4.8	typed	typed	prose	typed	462-464		
4-4-9.md	4.4.9	typed	typed	prose	typed	464-468		
4-5.md	4.5	typed	typed	prose	typed	468-469		
4-5-1.md	4.5.1	typed	typed	prose	typed	469-477		
4-5-2.md	4.5.2	typed	typed	prose	typed	477-479		
4-5-3.md	4.5.3	typed	typed	prose	typed	479-481		
4-5-4.md	4.5.4	typed	typed	prose	typed	481-483		
4-5-5.md	4.5.5	typed	typed	prose	typed	483-484		
4-5-6.md	4.5.6	typed	typed	prose	typed	484-486		
4-5-7.md	4.5.7	typed	typed	prose	typed	486-491		
4-6.md	4.6	typed	typed	prose	typed	491-492		
4-6-1.md	4.6.1	typed	typed	prose	typed	492-495		
4-6-2.md	4.6.2	typed	typed	prose	typed	495-497		
4-6-3.md	4.6.3	typed	typed	prose	typed	497-499		
4-6-4.md	4.6.4	typed	typed	prose	typed	499-500		
4-6-5.md	4.6.5	typed	typed	prose	typed	500-503		
4-7.md	4.7	typed	typed	prose	typed	503-504		
4-7-1.md	4.7.1	typed	typed	prose	typed	504-510		
4-7-2.md	4.7.2	typed	typed	prose	typed	510-512		
4-7-3.md	4.7.3	typed	typed	prose	typed	512-514		
4-7-4.md	4.7.4	typed	typed	prose	typed	514-515		
4-7-5.md	4.7.5	typed	typed	prose	typed	515-518		
4-8.md	4.8	typed	typed	prose	typed	518-519		
4-8-1.md	4.8.1	typed	typed	prose	typed	519-524		
4-8-2.md	4.8.2	typed	typed	prose	typed	524-526		
4-8-3.md	4.8.3	typed	typed	prose	typed	526-528		
4-8-4.md	4.8.4	typed	typed	prose	typed	528-531		
4-8-5.md	4.8.5	typed	typed	prose	typed	531-533		
5-0.md	5.0	typed	typed	prose	typed	533-537		
5-1.md	5.1	typed	typed	prose	typed	537-538		
5-1-1.md	5.1.1	typed	typed	prose	typed	538-540		
5-1-2.md	5.1.2	typed	typed	prose	typed	540-542		
5-1-3.md	5.1.3	typed	typed	prose	typed	542-546		
5-1-4.md	5.1.4	typed	typed	prose	typed	546-548		
5-2.md	5.2	typed	typed	prose	typed	548-549		
5-2-1.md	5.2.1	typed	typed	prose	typed	549-551		
5-3.md	5.3	typed	typed	prose	typed	551-552		
5-3-1.md	5.3.1	typed	typed	prose	typed	552-554		
5-4.md	5.4	typed	typed	prose	typed	554-555		
5-4-1.md	5.4.1	typed	typed	prose	typed	555-558		
5-4-2.md	5.4.2	typed	typed	prose	typed	558-561		
5-5.md	5.5	typed	typed	prose	typed	561-564		
6-0.md	6.0	typed	typed	prose	typed	564-569		
6-1.md	6.1	typed	typed	prose	typed	569-570		
6-1-1.md	6.1.1	typed	typed	prose	typed	570-572		
6-1-2.md	6.1.2	typed	typed	prose	typed	572-574		
6-1-3.md	6.1.3	typed	typed	prose	typed	574-575		
6-1-4.md	6.1.4	typed	typed	prose	typed	575-578		
6-1-5.md	6.1.5	typed	typed	prose	typed	578-581		
6-1-6.md	6.1.6	typed	typed	prose	typed	581-582		
6-1-7.md	6.1.7	typed	typed	prose	typed	582-584		
6-2.md	6.2	typed	typed	prose	typed	584-585		
6-2-1.md	6.2.1	typed	typed	prose	typed	585-587		
6-2-2.md	6.2.2	typed	typed	prose	typed	587-589		
6-2-3.md	6.2.3	typed	typed	prose	typed	589-591		
6-3.md	6.3	best-effort	best-effort		typed-lowering-declined	591-593		prose topic rejected: content follows the trailing menu
6-3-1.md	6.3.1	typed	typed	prose	typed	593-594		
6-3-2.md	6.3.2	typed	typed	prose	typed	594-597		
6-3-3.md	6.3.3	typed	typed	prose	typed	597-599		
6-3-4.md	6.3.4	typed	typed	prose	typed	599-601		
6-3-5.md	6.3.5	typed	typed	prose	typed	601-603		
6-3-6.md	6.3.6	typed	typed	prose	typed	603-605		
6-3-7.md	6.3.7	typed	typed	prose	typed	605-607		
6-3-8.md	6.3.8	typed	typed	prose	typed	607-609		
6-4.md	6.4	best-effort	best-effort		typed-lowering-declined	609-611		prose topic rejected: content follows the trailing menu
6-4-1.md	6.4.1	typed	typed	prose	typed	611-613		
6-4-2.md	6.4.2	typed	typed	prose	typed	613-615		
6-4-3.md	6.4.3	typed	typed	prose	typed	615-617		
6-4-4.md	6.4.4	typed	typed	prose	typed	617-619		
6-5.md	6.5	typed	typed	prose	typed	619-620		
6-5-1.md	6.5.1	typed	typed	prose	typed	620-623		
6-5-2.md	6.5.2	typed	typed	prose	typed	623-627		
6-6.md	6.6	best-effort	best-effort		typed-lowering-declined	627-631		prose topic rejected: font/selector span [73,75) exceeds the display line of 60 cells [73,75) on 'and SYSDESCT system inventory tables are created from the fn'
7-0.md	7.0	typed	typed	prose	typed	631-632		
7-1.md	7.1	typed	typed	prose	typed	632-636		
7-2.md	7.2	typed	typed	prose	typed	636-637		
7-3.md	7.3	typed	typed	prose	typed	637-642		
7-4.md	7.4	typed	typed	prose	typed	642-643		
7-4-1.md	7.4.1	best-effort	best-effort		typed-lowering-declined	643-649		prose topic rejected: placeholder run '?' is followed by visible text at record 645 token 73
7-4-2.md	7.4.2	typed	typed	prose	typed	649-650		
7-4-2-1.md	7.4.2.1	typed	typed	prose	typed	650-654		
7-4-2-2.md	7.4.2.2	typed	typed	prose	typed	654-656		
7-4-3.md	7.4.3	typed	typed	prose	typed	656-658		
7-4-3-1.md	7.4.3.1	typed	typed	prose	typed	658-661		
7-4-3-2.md	7.4.3.2	typed	typed	prose	typed	661-664		
7-4-3-3.md	7.4.3.3	typed	typed	prose	typed	664-668		
7-4-4.md	7.4.4	typed	typed	prose	typed	668-669		
7-4-4-1.md	7.4.4.1	typed	typed	prose	typed	669-672		
7-4-4-2.md	7.4.4.2	typed	typed	prose	typed	672-673		
7-4-5.md	7.4.5	best-effort	best-effort		typed-lowering-declined	673-677		prose topic rejected: placeholder run '?' is followed by visible text at record 674 token 172
7-5.md	7.5	typed	typed	prose	typed	677-679		
8-0.md	8.0	typed	typed	prose	typed	679-680		
8-1.md	8.1	typed	typed	prose	typed	680-682		
8-1-1.md	8.1.1	typed	typed	prose	typed	682-685		
8-1-2.md	8.1.2	typed	typed	prose	typed	685-688		
a-0.md	A.0	typed	typed	prose	typed	688-692		
b-0.md	B.0	typed	typed	prose	typed	692-696		
c-0.md	C.0	typed	typed	prose	typed	696-699		
c-1.md	C.1	typed	typed	prose	typed	699-706		
c-2.md	C.2	typed	typed	prose	typed	706-711		
c-3.md	C.3	typed	typed	prose	typed	711-715		
d-0.md	D.0	typed	typed	prose	typed	715-716		
d-1.md	D.1	typed	typed	prose	typed	716-718		
d-2.md	D.2	typed	typed	prose	typed	718-719		
e-0.md	E.0	typed	typed	prose	typed	719-721		
f-0.md	F.0	typed	typed	prose	typed	721-747		
g-0.md	G.0	typed	typed	prose	typed	747-750		
g-1.md	G.1	typed	typed	prose	typed	750-769		
g-2.md	G.2	typed	typed	prose	typed	769-771		
g-3.md	G.3	best-effort	best-effort		typed-lowering-declined	771-817		prose topic rejected: table envelope 'SRCCMS' declined: table line has no display position at 795:0 '?'; not preformatted: preformatted region contains control SRLISreceivx
g-4.md	G.4	typed	typed	prose	typed	817-828		
g-5.md	G.5	typed	typed	prose	typed	828-836		
glossary.md	GLOSSARY	best-effort	best-effort		typed-lowering-declined	836-928		prose topic rejected: text segment begins with control-like word 'SRGLS' in record 844
bibliography.md	BIBLIOGRAPHY	typed	typed	prose	typed	928-930		
bibliography-1.md	BIBLIOGRAPHY.1	typed	typed	prose	typed	930-939		
bibliography-2.md	BIBLIOGRAPHY.2	typed	typed	prose	typed	939-943		
index.md	INDEX	typed	typed	generated navigation	typed	943-976		
comments.md	COMMENTS	best-effort	best-effort		typed-lowering-declined	976-979		prose topic rejected: token 33 of record 977 has no disposition
# summary	best-effort=15	typed=297	total=312
