file	id	severity	route	family	reason	records	degraded	detail
1-2-1-2.md	1.2.1.2	typed	typed	prose	typed	110-112		
1-2-2.md	1.2.2	typed	typed	prose	typed	112-113		
1-2-2-1.md	1.2.2.1	typed	typed	prose	typed	113-114		
1-2-2-2.md	1.2.2.2	typed	typed	prose	typed	114-115		
1-2-2-3.md	1.2.2.3	typed	typed	prose	typed	115-116		
1-2-3.md	1.2.3	typed	typed	prose	typed	116-118		
2-1.md	2.1	typed	typed	prose	typed	121-122		
2-1-1.md	2.1.1	typed	typed	prose	typed	122-127		
2-1-2.md	2.1.2	typed	typed	prose	typed	127-131		
2-1-3.md	2.1.3	typed	typed	prose	typed	131-134		
2-2.md	2.2	typed	typed	prose	typed	134-135		
2-2-1.md	2.2.1	typed	typed	prose	typed	135-137		
2-2-1-1.md	2.2.1.1	typed	typed	prose	typed	137-138		
2-2-1-2.md	2.2.1.2	typed	typed	prose	typed	138-139		
2-2-1-3.md	2.2.1.3	typed	typed	prose	typed	139-140		
2-2-1-4.md	2.2.1.4	typed	typed	prose	typed	140-141		
2-2-1-5.md	2.2.1.5	typed	typed	prose	typed	141-142		
2-2-1-6.md	2.2.1.6	typed	typed	prose	typed	142-143		
2-2-2.md	2.2.2	typed	typed	prose	typed	143-144		
2-2-2-1.md	2.2.2.1	typed	typed	prose	typed	144-145		
2-2-2-2.md	2.2.2.2	typed	typed	prose	typed	145-150		
2-2-3.md	2.2.3	typed	typed	prose	typed	150-151		
2-2-4.md	2.2.4	typed	typed	prose	typed	151-152		
2-2-5.md	2.2.5	typed	typed	prose	typed	152-153		
2-2-5-1.md	2.2.5.1	typed	typed	prose	typed	153-154		
2-2-5-2.md	2.2.5.2	typed	typed	prose	typed	154-156		
2-2-5-3.md	2.2.5.3	typed	typed	prose	typed	156-157		
2-2-5-4.md	2.2.5.4	typed	typed	prose	typed	157-160		
2-3.md	2.3	typed	typed	prose	typed	160-162		
2-3-1.md	2.3.1	typed	typed	prose	typed	162-163		
2-3-2.md	2.3.2	typed	typed	prose	typed	163-165		
2-3-2-1.md	2.3.2.1	typed	typed	prose	typed	165-167		
2-3-3.md	2.3.3	typed	typed	prose	typed	167-170		
2-3-3-1.md	2.3.3.1	typed	typed	prose	typed	170-171		
2-3-3-2.md	2.3.3.2	typed	typed	prose	typed	176-177		
2-3-3-3.md	2.3.3.3	typed	typed	prose	typed	183-184		
2-3-3-4.md	2.3.3.4	typed	typed	prose	typed	193-194		
2-3-3-5.md	2.3.3.5	typed	typed	prose	typed	194-196		
2-3-3-6.md	2.3.3.6	typed	typed	prose	typed	196-197		
2-3-3-7.md	2.3.3.7	typed	typed	prose	typed	197-199		
2-3-4.md	2.3.4	typed	typed	prose	typed	199-200		
2-4.md	2.4	typed	typed	prose	typed	200-205		
2-4-1.md	2.4.1	typed	typed	prose	typed	205-209		
2-4-2.md	2.4.2	typed	typed	prose	typed	209-215		
2-4-3.md	2.4.3	typed	typed	prose	typed	215-216		
2-4-4.md	2.4.4	typed	typed	prose	typed	216-219		
2-4-5.md	2.4.5	typed	typed	prose	typed	219-224		
2-4-6.md	2.4.6	typed	typed	prose	typed	224-227		
2-4-7.md	2.4.7	typed	typed	prose	typed	227-228		
2-4-8.md	2.4.8	typed	typed	prose	typed	228-229		
2-5.md	2.5	typed	typed	prose	typed	229-230		
2-5-1.md	2.5.1	typed	typed	prose	typed	230-231		
2-5-1-1.md	2.5.1.1	typed	typed	prose	typed	231-232		
2-5-1-2.md	2.5.1.2	typed	typed	prose	typed	232-233		
2-5-1-3.md	2.5.1.3	typed	typed	prose	typed	233-236		
3-1.md	3.1	typed	typed	prose	typed	238-239		
3-1-1.md	3.1.1	typed	typed	prose	typed	239-247		
3-1-1-1.md	3.1.1.1	typed	typed	prose	typed	247-248		
3-1-1-2.md	3.1.1.2	typed	typed	prose	typed	248-250		
3-2.md	3.2	typed	typed	prose	typed	250-252		
3-2-1.md	3.2.1	typed	typed	prose	typed	252-255		
3-2-1-1.md	3.2.1.1	typed	typed	prose	typed	255-257		
3-2-1-2.md	3.2.1.2	typed	typed	prose	typed	257-258		
3-2-1-3.md	3.2.1.3	typed	typed	prose	typed	284-285		
3-2-1-4.md	3.2.1.4	typed	typed	prose	typed	291-294		
3-2-2.md	3.2.2	typed	typed	prose	typed	294-297		
3-2-2-1.md	3.2.2.1	typed	typed	prose	typed	297-299		
3-2-2-2.md	3.2.2.2	typed	typed	prose	typed	299-302		
3-2-2-3.md	3.2.2.3	typed	typed	prose	typed	302-305		
3-2-2-4.md	3.2.2.4	typed	typed	prose	typed	305-308		
3-2-2-5.md	3.2.2.5	typed	typed	prose	typed	308-312		
3-2-2-6.md	3.2.2.6	typed	typed	prose	typed	312-313		
3-2-3.md	3.2.3	typed	typed	prose	typed	313-314		
3-2-3-1.md	3.2.3.1	typed	typed	prose	typed	314-318		
3-2-3-2.md	3.2.3.2	typed	typed	prose	typed	318-321		
3-2-3-3.md	3.2.3.3	typed	typed	prose	typed	325-329		
3-2-3-4.md	3.2.3.4	typed	typed	prose	typed	329-330		
3-3.md	3.3	typed	typed	prose	typed	340-341		
3-3-1.md	3.3.1	typed	typed	prose	typed	341-343		
3-3-1-1.md	3.3.1.1	typed	typed	prose	typed	343-346		
3-3-1-2.md	3.3.1.2	typed	typed	prose	typed	346-349		
3-3-1-3.md	3.3.1.3	best-effort	best-effort		typed-lowering-declined	349-354		prose topic rejected: text segment begins with control-like word 'citerm' in record 352
3-3-1-4.md	3.3.1.4	typed	typed	prose	typed	354-360		
3-3-1-5.md	3.3.1.5	typed	typed	prose	typed	360-363		
3-3-1-6.md	3.3.1.6	typed	typed	prose	typed	363-368		
3-3-1-7.md	3.3.1.7	typed	typed	prose	typed	368-372		
3-3-1-8.md	3.3.1.8	typed	typed	prose	typed	372-374		
3-3-2.md	3.3.2	typed	typed	prose	typed	374-375		
3-3-2-1.md	3.3.2.1	typed	typed	prose	typed	375-377		
3-3-2-2.md	3.3.2.2	typed	typed	prose	typed	395-396		
3-3-2-3.md	3.3.2.3	typed	typed	prose	typed	404-405		
3-3-3.md	3.3.3	typed	typed	prose	typed	405-408		
3-3-3-1.md	3.3.3.1	typed	typed	prose	typed	408-410		
3-3-3-2.md	3.3.3.2	typed	typed	prose	typed	427-428		
3-3-3-3.md	3.3.3.3	typed	typed	prose	typed	472-475		
3-3-3-4.md	3.3.3.4	typed	typed	prose	typed	475-476		
3-3-4.md	3.3.4	best-effort	best-effort		typed-lowering-declined	476-477		prose topic rejected: table envelope 'TBLUNIQ11' declined: table line has no origin at 476:42 '?'; not preformatted: picture selector does not open its display line: 'SI VTAM, SNA' does not spell 'PICTURE 63' at column 3
3-3-4-1.md	3.3.4.1	typed	typed	prose	typed	477-479		
3-3-4-2.md	3.3.4.2	typed	typed	prose	typed	479-481		
3-3-4-3.md	3.3.4.3	typed	typed	prose	typed	485-487		
3-3-4-4.md	3.3.4.4	typed	typed	prose	typed	487-491		
3-3-4-5.md	3.3.4.5	typed	typed	prose	typed	500-501		
3-3-5.md	3.3.5	typed	typed	prose	typed	501-503		
3-3-5-1.md	3.3.5.1	typed	typed	prose	typed	503-507		
3-3-5-2.md	3.3.5.2	typed	typed	prose	typed	507-508		
3-3-5-3.md	3.3.5.3	typed	typed	prose	typed	508-510		
3-3-6.md	3.3.6	typed	typed	prose	typed	510-511		
3-3-6-1.md	3.3.6.1	typed	typed	prose	typed	511-515		
3-3-6-2.md	3.3.6.2	typed	typed	prose	typed	515-527		
3-3-6-3.md	3.3.6.3	typed	typed	prose	typed	527-528		
3-3-7.md	3.3.7	typed	typed	prose	typed	528-529		
3-3-7-1.md	3.3.7.1	typed	typed	prose	typed	529-532		
3-3-7-2.md	3.3.7.2	typed	typed	prose	typed	532-533		
3-3-7-3.md	3.3.7.3	typed	typed	prose	typed	533-534		
3-3-8.md	3.3.8	typed	typed	prose	typed	534-536		
3-3-8-1.md	3.3.8.1	typed	typed	prose	typed	536-539		
3-3-8-2.md	3.3.8.2	typed	typed	prose	typed	539-541		
3-3-8-3.md	3.3.8.3	typed	typed	prose	typed	541-542		
3-3-9.md	3.3.9	typed	typed	prose	typed	542-544		
3-3-9-1.md	3.3.9.1	typed	typed	prose	typed	544-546		
3-3-9-2.md	3.3.9.2	typed	typed	prose	typed	546-547		
3-3-9-3.md	3.3.9.3	typed	typed	prose	typed	555-559		
3-3-9-4.md	3.3.9.4	typed	typed	publication catalog	typed	559-560		
3-3-10.md	3.3.10	typed	typed	prose	typed	560-564		
3-3-10-1.md	3.3.10.1	typed	typed	prose	typed	564-565		
3-3-10-2.md	3.3.10.2	typed	typed	prose	typed	565-566		
3-3-10-3.md	3.3.10.3	typed	typed	prose	typed	573-575		
3-3-10-4.md	3.3.10.4	typed	typed	prose	typed	575-576		
3-3-10-5.md	3.3.10.5	typed	typed	prose	typed	579-580		
3-3-10-6.md	3.3.10.6	typed	typed	publication catalog	typed	580-581		
3-3-11.md	3.3.11	typed	typed	prose	typed	581-584		
3-3-11-1.md	3.3.11.1	typed	typed	prose	typed	584-586		
3-3-11-2.md	3.3.11.2	typed	typed	prose	typed	595-597		
3-3-11-3.md	3.3.11.3	typed	typed	prose	typed	597-598		
3-3-12.md	3.3.12	typed	typed	prose	typed	598-599		
3-3-12-1.md	3.3.12.1	typed	typed	prose	typed	599-602		
3-3-12-2.md	3.3.12.2	typed	typed	prose	typed	602-603		
3-3-12-3.md	3.3.12.3	typed	typed	prose	typed	603-604		
3-3-13.md	3.3.13	typed	typed	prose	typed	604-606		
3-3-13-1.md	3.3.13.1	typed	typed	prose	typed	606-608		
3-3-13-2.md	3.3.13.2	typed	typed	prose	typed	608-614		
3-3-13-3.md	3.3.13.3	typed	typed	prose	typed	617-618		
3-3-13-4.md	3.3.13.4	typed	typed	prose	typed	618-619		
3-3-13-5.md	3.3.13.5	typed	typed	prose	typed	619-620		
3-3-13-6.md	3.3.13.6	typed	typed	prose	typed	620-621		
3-3-14.md	3.3.14	typed	typed	prose	typed	621-628		
3-3-14-1.md	3.3.14.1	typed	typed	prose	typed	628-630		
3-3-14-2.md	3.3.14.2	typed	typed	prose	typed	630-632		
3-3-14-3.md	3.3.14.3	typed	typed	prose	typed	632-634		
3-3-14-4.md	3.3.14.4	typed	typed	publication catalog	typed	634-635		
3-3-15.md	3.3.15	best-effort	best-effort		typed-lowering-declined	635-637		prose topic rejected: nested or misaligned list items
3-3-15-1.md	3.3.15.1	typed	typed	prose	typed	637-641		
3-3-15-2.md	3.3.15.2	typed	typed	prose	typed	641-642		
3-3-15-3.md	3.3.15.3	typed	typed	prose	typed	642-643		
3-3-16.md	3.3.16	typed	typed	prose	typed	643-645		
3-3-16-1.md	3.3.16.1	typed	typed	prose	typed	645-646		
3-3-16-2.md	3.3.16.2	typed	typed	prose	typed	646-648		
3-3-16-3.md	3.3.16.3	typed	typed	prose	typed	648-649		
3-3-17.md	3.3.17	typed	typed	prose	typed	655-657		
3-3-17-1.md	3.3.17.1	typed	typed	prose	typed	657-658		
3-3-17-2.md	3.3.17.2	typed	typed	prose	typed	661-662		
3-3-17-3.md	3.3.17.3	typed	typed	prose	typed	666-668		
3-3-17-4.md	3.3.17.4	typed	typed	prose	typed	668-670		
3-3-18.md	3.3.18	typed	typed	prose	typed	670-671		
3-3-18-1.md	3.3.18.1	typed	typed	prose	typed	671-673		
3-3-18-2.md	3.3.18.2	typed	typed	prose	typed	673-674		
3-3-18-3.md	3.3.18.3	typed	typed	prose	typed	677-679		
3-3-18-4.md	3.3.18.4	typed	typed	publication catalog	typed	679-680		
3-4.md	3.4	typed	typed	prose	typed	680-681		
3-4-1.md	3.4.1	typed	typed	prose	typed	681-682		
3-4-2.md	3.4.2	typed	typed	prose	typed	682-684		
3-4-3.md	3.4.3	typed	typed	prose	typed	684-686		
3-4-4.md	3.4.4	typed	typed	prose	typed	686-687		
appendix1-1.md	APPENDIX1.1	typed	typed	prose	typed	688-689		
appendix1-1-1.md	APPENDIX1.1.1	typed	typed	prose	typed	689-700		
appendix1-1-2.md	APPENDIX1.1.2	typed	typed	prose	typed	700-706		
appendix1-2.md	APPENDIX1.2	typed	typed	prose	typed	706-707		
appendix1-2-1.md	APPENDIX1.2.1	typed	typed	prose	typed	707-712		
appendix1-2-2.md	APPENDIX1.2.2	typed	typed	prose	typed	712-717		
appendix1-2-2-1.md	APPENDIX1.2.2.1	typed	typed	prose	typed	717-718		
appendix1-2-3.md	APPENDIX1.2.3	typed	typed	prose	typed	718-721		
appendix1-2-4.md	APPENDIX1.2.4	typed	typed	prose	typed	721-722		
appendix1-2-4-1.md	APPENDIX1.2.4.1	typed	typed	prose	typed	722-729		
appendix1-2-4-2.md	APPENDIX1.2.4.2	typed	typed	prose	typed	729-738		
appendix1-2-4-3.md	APPENDIX1.2.4.3	typed	typed	prose	typed	738-746		
appendix1-2-5.md	APPENDIX1.2.5	typed	typed	prose	typed	746-763		
appendix1-2-6.md	APPENDIX1.2.6	typed	typed	prose	typed	763-766		
abbreviations.md	ABBREVIATIONS	typed	typed	prose	typed	766-773		
index.md	INDEX	typed	typed	generated navigation	typed	773-824		
comments.md	COMMENTS	typed	typed	prose	typed	824-828		
# summary	best-effort=3	typed=223	total=226
